task,classifier,validation_strategy,fold,subject_id,subject_fold,train_sample_count,test_sample_count,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1
2class,lda,within_subject_5fold,23,5,3,32,8,0.75,0.75,0.75,0.75,0.75
2class,lda,within_subject_5fold,24,5,4,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,lda,within_subject_5fold,25,5,5,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,lda,within_subject_5fold,26,6,1,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,lda,within_subject_5fold,27,6,2,32,8,0.75,0.75,0.75,0.75,0.75
2class,lda,within_subject_5fold,28,6,3,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,lda,within_subject_5fold,29,6,4,32,8,0.375,0.375,0.21428571428571427,0.375,0.2727272727272727
2class,lda,within_subject_5fold,30,6,5,32,8,0.875,0.875,0.9,0.875,0.873015873015873
2class,svm,within_subject_5fold,1,1,1,32,8,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637
2class,svm,within_subject_5fold,2,1,2,32,8,0.5,0.5,0.5,0.5,0.5
2class,svm,within_subject_5fold,3,1,3,32,8,0.5,0.5,0.5,0.5,0.5
2class,svm,within_subject_5fold,4,1,4,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,svm,within_subject_5fold,5,1,5,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,svm,within_subject_5fold,6,2,1,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,svm,within_subject_5fold,7,2,2,32,8,0.25,0.25,0.25,0.25,0.25
2class,svm,within_subject_5fold,8,2,3,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,svm,within_subject_5fold,9,2,4,32,8,0.5,0.5,0.5,0.5,0.5
2class,svm,within_subject_5fold,10,2,5,32,8,0.375,0.375,0.21428571428571427,0.375,0.2727272727272727
2class,svm,within_subject_5fold,11,3,1,32,8,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334
2class,svm,within_subject_5fold,12,3,2,32,8,0.75,0.75,0.75,0.75,0.75
2class,svm,within_subject_5fold,13,3,3,32,8,0.75,0.75,0.75,0.75,0.75
2class,svm,within_subject_5fold,14,3,4,32,8,0.5,0.5,0.5,0.5,0.5
2class,svm,within_subject_5fold,15,3,5,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,svm,within_subject_5fold,16,4,1,32,8,0.25,0.25,0.25,0.25,0.25
2class,svm,within_subject_5fold,17,4,2,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,svm,within_subject_5fold,18,4,3,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,svm,within_subject_5fold,19,4,4,32,8,0.25,0.25,0.16666666666666666,0.25,0.2
2class,svm,within_subject_5fold,20,4,5,32,8,0.25,0.25,0.25,0.25,0.25
2class,svm,within_subject_5fold,21,5,1,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,svm,within_subject_5fold,22,5,2,32,8,0.5,0.5,0.5,0.5,0.5
2class,svm,within_subject_5fold,23,5,3,32,8,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637
2class,svm,within_subject_5fold,24,5,4,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,svm,within_subject_5fold,25,5,5,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,svm,within_subject_5fold,26,6,1,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,svm,within_subject_5fold,27,6,2,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,svm,within_subject_5fold,28,6,3,32,8,0.75,0.75,0.75,0.75,0.75
2class,svm,within_subject_5fold,29,6,4,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,svm,within_subject_5fold,30,6,5,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,logistic_regression,within_subject_5fold,1,1,1,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,logistic_regression,within_subject_5fold,2,1,2,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,logistic_regression,within_subject_5fold,3,1,3,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,logistic_regression,within_subject_5fold,4,1,4,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,logistic_regression,within_subject_5fold,5,1,5,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,logistic_regression,within_subject_5fold,6,2,1,32,8,0.75,0.75,0.75,0.75,0.75
2class,logistic_regression,within_subject_5fold,7,2,2,32,8,0.25,0.25,0.16666666666666666,0.25,0.2
2class,logistic_regression,within_subject_5fold,8,2,3,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,logistic_regression,within_subject_5fold,9,2,4,32,8,0.5,0.5,0.5,0.5,0.5
2class,logistic_regression,within_subject_5fold,10,2,5,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,logistic_regression,within_subject_5fold,11,3,1,32,8,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334
2class,logistic_regression,within_subject_5fold,12,3,2,32,8,0.75,0.75,0.75,0.75,0.75
2class,logistic_regression,within_subject_5fold,13,3,3,32,8,0.875,0.875,0.9,0.875,0.873015873015873
2class,logistic_regression,within_subject_5fold,14,3,4,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,logistic_regression,within_subject_5fold,15,3,5,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,logistic_regression,within_subject_5fold,16,4,1,32,8,0.5,0.5,0.5,0.5,0.5
2class,logistic_regression,within_subject_5fold,17,4,2,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,logistic_regression,within_subject_5fold,18,4,3,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,logistic_regression,within_subject_5fold,19,4,4,32,8,0.25,0.25,0.25,0.25,0.25
2class,logistic_regression,within_subject_5fold,20,4,5,32,8,0.25,0.25,0.16666666666666666,0.25,0.2
2class,logistic_regression,within_subject_5fold,21,5,1,32,8,0.75,0.75,0.75,0.75,0.75
2class,logistic_regression,within_subject_5fold,22,5,2,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,logistic_regression,within_subject_5fold,23,5,3,32,8,0.75,0.75,0.75,0.75,0.75
2class,logistic_regression,within_subject_5fold,24,5,4,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,logistic_regression,within_subject_5fold,25,5,5,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,logistic_regression,within_subject_5fold,26,6,1,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,logistic_regression,within_subject_5fold,27,6,2,32,8,0.75,0.75,0.75,0.75,0.75
2class,logistic_regression,within_subject_5fold,28,6,3,32,8,0.75,0.75,0.75,0.75,0.75
2class,logistic_regression,within_subject_5fold,29,6,4,32,8,0.375,0.375,0.21428571428571427,0.375,0.2727272727272727
2class,logistic_regression,within_subject_5fold,30,6,5,32,8,0.875,0.875,0.9,0.875,0.873015873015873
2class,knn,within_subject_5fold,1,1,1,32,8,0.75,0.75,0.75,0.75,0.75
2class,knn,within_subject_5fold,2,1,2,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,knn,within_subject_5fold,3,1,3,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,knn,within_subject_5fold,4,1,4,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,knn,within_subject_5fold,5,1,5,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,knn,within_subject_5fold,6,2,1,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,knn,within_subject_5fold,7,2,2,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,knn,within_subject_5fold,8,2,3,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,knn,within_subject_5fold,9,2,4,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,knn,within_subject_5fold,10,2,5,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,knn,within_subject_5fold,11,3,1,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,knn,within_subject_5fold,12,3,2,32,8,0.875,0.875,0.9,0.875,0.873015873015873
2class,knn,within_subject_5fold,13,3,3,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,knn,within_subject_5fold,14,3,4,32,8,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637
2class,knn,within_subject_5fold,15,3,5,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,knn,within_subject_5fold,16,4,1,32,8,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637
2class,knn,within_subject_5fold,17,4,2,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,knn,within_subject_5fold,18,4,3,32,8,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637
2class,knn,within_subject_5fold,19,4,4,32,8,0.25,0.25,0.16666666666666666,0.25,0.2
2class,knn,within_subject_5fold,20,4,5,32,8,0.375,0.375,0.21428571428571427,0.375,0.2727272727272727
2class,knn,within_subject_5fold,21,5,1,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,knn,within_subject_5fold,22,5,2,32,8,0.875,0.875,0.9,0.875,0.873015873015873
2class,knn,within_subject_5fold,23,5,3,32,8,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637
2class,knn,within_subject_5fold,24,5,4,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,knn,within_subject_5fold,25,5,5,32,8,0.5,0.5,0.5,0.5,0.5
2class,knn,within_subject_5fold,26,6,1,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,knn,within_subject_5fold,27,6,2,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,knn,within_subject_5fold,28,6,3,32,8,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334
2class,knn,within_subject_5fold,29,6,4,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,knn,within_subject_5fold,30,6,5,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,random_forest,within_subject_5fold,1,1,1,32,8,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334
2class,random_forest,within_subject_5fold,2,1,2,32,8,0.5,0.5,0.5,0.5,0.5
2class,random_forest,within_subject_5fold,3,1,3,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,random_forest,within_subject_5fold,4,1,4,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,random_forest,within_subject_5fold,5,1,5,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,random_forest,within_subject_5fold,6,2,1,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,random_forest,within_subject_5fold,7,2,2,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,random_forest,within_subject_5fold,8,2,3,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,random_forest,within_subject_5fold,9,2,4,32,8,0.5,0.5,0.5,0.5,0.5
2class,random_forest,within_subject_5fold,10,2,5,32,8,0.5,0.5,0.25,0.5,0.3333333333333333
2class,random_forest,within_subject_5fold,11,3,1,32,8,0.875,0.875,0.9,0.875,0.873015873015873
2class,random_forest,within_subject_5fold,12,3,2,32,8,0.75,0.75,0.75,0.75,0.75
2class,random_forest,within_subject_5fold,13,3,3,32,8,0.875,0.875,0.9,0.875,0.873015873015873
2class,random_forest,within_subject_5fold,14,3,4,32,8,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334
2class,random_forest,within_subject_5fold,15,3,5,32,8,0.5,0.5,0.5,0.5,0.4666666666666667
2class,random_forest,within_subject_5fold,16,4,1,32,8,0.25,0.25,0.16666666666666666,0.25,0.2
2class,random_forest,within_subject_5fold,17,4,2,32,8,0.5,0.5,0.5,0.5,0.5
2class,random_forest,within_subject_5fold,18,4,3,32,8,0.5,0.5,0.5,0.5,0.5
2class,random_forest,within_subject_5fold,19,4,4,32,8,0.25,0.25,0.16666666666666666,0.25,0.2
2class,random_forest,within_subject_5fold,20,4,5,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,random_forest,within_subject_5fold,21,5,1,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,random_forest,within_subject_5fold,22,5,2,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,random_forest,within_subject_5fold,23,5,3,32,8,0.5,0.5,0.5,0.5,0.5
2class,random_forest,within_subject_5fold,24,5,4,32,8,0.375,0.375,0.3666666666666667,0.375,0.36507936507936506
2class,random_forest,within_subject_5fold,25,5,5,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,random_forest,within_subject_5fold,26,6,1,32,8,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637
2class,random_forest,within_subject_5fold,27,6,2,32,8,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637
2class,random_forest,within_subject_5fold,28,6,3,32,8,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191
2class,random_forest,within_subject_5fold,29,6,4,32,8,0.25,0.25,0.16666666666666666,0.25,0.2
2class,random_forest,within_subject_5fold,30,6,5,32,8,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334
4class,lda,within_subject_5fold,1,1,1,64,16,0.25,0.25,0.18333333333333335,0.25,0.2111111111111111
4class,lda,within_subject_5fold,2,1,2,64,16,0.3125,0.3125,0.29166666666666663,0.3125,0.2833333333333333
4class,lda,within_subject_5fold,3,1,3,64,16,0.25,0.25,0.2375,0.25,0.24305555555555555
4class,lda,within_subject_5fold,4,1,4,64,16,0.25,0.25,0.3333333333333333,0.25,0.26666666666666666
4class,lda,within_subject_5fold,5,1,5,64,16,0.125,0.125,0.2857142857142857,0.125,0.14545454545454545
4class,lda,within_subject_5fold,6,2,1,64,16,0.5,0.5,0.4,0.5,0.4444444444444444
4class,lda,within_subject_5fold,7,2,2,64,16,0.1875,0.1875,0.13571428571428573,0.1875,0.15656565656565657
4class,lda,within_subject_5fold,8,2,3,64,16,0.1875,0.1875,0.11458333333333333,0.1875,0.14166666666666666
4class,lda,within_subject_5fold,9,2,4,64,16,0.3125,0.3125,0.45833333333333337,0.3125,0.35
4class,lda,within_subject_5fold,10,2,5,64,16,0.4375,0.4375,0.3333333333333333,0.4375,0.375
4class,lda,within_subject_5fold,11,3,1,64,16,0.375,0.375,0.40476190476190477,0.375,0.35757575757575755
4class,lda,within_subject_5fold,12,3,2,64,16,0.3125,0.3125,0.31666666666666665,0.3125,0.30952380952380953
4class,lda,within_subject_5fold,13,3,3,64,16,0.5,0.5,0.550595238095238,0.5,0.5045995670995671
4class,lda,within_subject_5fold,14,3,4,64,16,0.5,0.5,0.49702380952380953,0.5,0.470508658008658
4class,lda,within_subject_5fold,15,3,5,64,16,0.125,0.125,0.125,0.125,0.125
4class,lda,within_subject_5fold,16,4,1,64,16,0.3125,0.3125,0.31547619047619047,0.3125,0.2911255411255411
4class,lda,within_subject_5fold,17,4,2,64,16,0.375,0.375,0.375,0.375,0.35833333333333334
4class,lda,within_subject_5fold,18,4,3,64,16,0.1875,0.1875,0.19642857142857142,0.1875,0.17424242424242425
4class,lda,within_subject_5fold,19,4,4,64,16,0.0625,0.0625,0.041666666666666664,0.0625,0.05
4class,lda,within_subject_5fold,20,4,5,64,16,0.25,0.25,0.15476190476190477,0.25,0.19090909090909092
4class,lda,within_subject_5fold,21,5,1,64,16,0.5625,0.5625,0.625,0.5625,0.5821428571428572
4class,lda,within_subject_5fold,22,5,2,64,16,0.5625,0.5625,0.6488095238095237,0.5625,0.5708874458874459
4class,lda,within_subject_5fold,23,5,3,64,16,0.4375,0.4375,0.43333333333333335,0.4375,0.41587301587301584
4class,lda,within_subject_5fold,24,5,4,64,16,0.375,0.375,0.5,0.375,0.37777777777777777
4class,lda,within_subject_5fold,25,5,5,64,16,0.375,0.375,0.34226190476190477,0.375,0.34983766233766234
4class,lda,within_subject_5fold,26,6,1,64,16,0.1875,0.1875,0.18333333333333335,0.1875,0.18253968253968253
4class,lda,within_subject_5fold,27,6,2,64,16,0.375,0.375,0.35,0.375,0.3611111111111111
4class,lda,within_subject_5fold,28,6,3,64,16,0.4375,0.4375,0.44166666666666665,0.4375,0.42142857142857143
4class,lda,within_subject_5fold,29,6,4,64,16,0.3125,0.3125,0.2875,0.3125,0.27777777777777773
4class,lda,within_subject_5fold,30,6,5,64,16,0.25,0.25,0.2708333333333333,0.25,0.24583333333333335
4class,svm,within_subject_5fold,1,1,1,64,16,0.25,0.25,0.20476190476190476,0.25,0.2178932178932179
4class,svm,within_subject_5fold,2,1,2,64,16,0.3125,0.3125,0.42142857142857143,0.3125,0.302020202020202
4class,svm,within_subject_5fold,3,1,3,64,16,0.1875,0.1875,0.21666666666666667,0.1875,0.1984126984126984
4class,svm,within_subject_5fold,4,1,4,64,16,0.3125,0.3125,0.3839285714285714,0.3125,0.2742424242424243
4class,svm,within_subject_5fold,5,1,5,64,16,0.25,0.25,0.2875,0.25,0.2569444444444444
4class,svm,within_subject_5fold,6,2,1,64,16,0.3125,0.3125,0.3611111111111111,0.3125,0.25384615384615383
4class,svm,within_subject_5fold,7,2,2,64,16,0.3125,0.3125,0.275,0.3125,0.28809523809523807
4class,svm,within_subject_5fold,8,2,3,64,16,0.3125,0.3125,0.26666666666666666,0.3125,0.2861111111111111
4class,svm,within_subject_5fold,9,2,4,64,16,0.4375,0.4375,0.4583333333333333,0.4375,0.4333333333333333
4class,svm,within_subject_5fold,10,2,5,64,16,0.3125,0.3125,0.17708333333333331,0.3125,0.225
4class,svm,within_subject_5fold,11,3,1,64,16,0.5625,0.5625,0.6166666666666667,0.5625,0.5793650793650793
4class,svm,within_subject_5fold,12,3,2,64,16,0.375,0.375,0.37083333333333335,0.375,0.3700396825396825
4class,svm,within_subject_5fold,13,3,3,64,16,0.5625,0.5625,0.5833333333333334,0.5625,0.5634920634920635
4class,svm,within_subject_5fold,14,3,4,64,16,0.4375,0.4375,0.43333333333333335,0.4375,0.43253968253968256
4class,svm,within_subject_5fold,15,3,5,64,16,0.25,0.25,0.20833333333333331,0.25,0.225
4class,svm,within_subject_5fold,16,4,1,64,16,0.25,0.25,0.20833333333333331,0.25,0.225
4class,svm,within_subject_5fold,17,4,2,64,16,0.375,0.375,0.40476190476190477,0.375,0.37067099567099565
4class,svm,within_subject_5fold,18,4,3,64,16,0.3125,0.3125,0.6071428571428571,0.3125,0.33636363636363636
4class,svm,within_subject_5fold,19,4,4,64,16,0.25,0.25,0.2875,0.25,0.2569444444444444
4class,svm,within_subject_5fold,20,4,5,64,16,0.1875,0.1875,0.10714285714285714,0.1875,0.13636363636363635
4class,svm,within_subject_5fold,21,5,1,64,16,0.4375,0.4375,0.38749999999999996,0.4375,0.4097222222222222
4class,svm,within_subject_5fold,22,5,2,64,16,0.375,0.375,0.47916666666666663,0.375,0.4041666666666667
4class,svm,within_subject_5fold,23,5,3,64,16,0.25,0.25,0.14583333333333331,0.25,0.1778846153846154
4class,svm,within_subject_5fold,24,5,4,64,16,0.1875,0.1875,0.2232142857142857,0.1875,0.19128787878787878
4class,svm,within_subject_5fold,25,5,5,64,16,0.25,0.25,0.21666666666666667,0.25,0.23055555555555557
4class,svm,within_subject_5fold,26,6,1,64,16,0.3125,0.3125,0.4583333333333333,0.3125,0.31726190476190474
4class,svm,within_subject_5fold,27,6,2,64,16,0.3125,0.3125,0.31666666666666665,0.3125,0.30952380952380953
4class,svm,within_subject_5fold,28,6,3,64,16,0.25,0.25,0.21666666666666665,0.25,0.23055555555555557
4class,svm,within_subject_5fold,29,6,4,64,16,0.3125,0.3125,0.2583333333333333,0.3125,0.276984126984127
4class,svm,within_subject_5fold,30,6,5,64,16,0.4375,0.4375,0.6931818181818181,0.4375,0.44999999999999996
4class,logistic_regression,within_subject_5fold,1,1,1,64,16,0.1875,0.1875,0.12142857142857143,0.1875,0.14646464646464646
4class,logistic_regression,within_subject_5fold,2,1,2,64,16,0.25,0.25,0.1625,0.25,0.19444444444444442
4class,logistic_regression,within_subject_5fold,3,1,3,64,16,0.3125,0.3125,0.3208333333333333,0.3125,0.314484126984127
4class,logistic_regression,within_subject_5fold,4,1,4,64,16,0.1875,0.1875,0.1625,0.1875,0.1736111111111111
4class,logistic_regression,within_subject_5fold,5,1,5,64,16,0.25,0.25,0.4041666666666667,0.25,0.26805555555555555
4class,logistic_regression,within_subject_5fold,6,2,1,64,16,0.375,0.375,0.33333333333333337,0.375,0.3492063492063492
4class,logistic_regression,within_subject_5fold,7,2,2,64,16,0.1875,0.1875,0.16666666666666666,0.1875,0.175
4class,logistic_regression,within_subject_5fold,8,2,3,64,16,0.3125,0.3125,0.2708333333333333,0.3125,0.26666666666666666
4class,logistic_regression,within_subject_5fold,9,2,4,64,16,0.25,0.25,0.2857142857142857,0.25,0.2597402597402597
4class,logistic_regression,within_subject_5fold,10,2,5,64,16,0.4375,0.4375,0.3571428571428571,0.4375,0.37922077922077924
4class,logistic_regression,within_subject_5fold,11,3,1,64,16,0.375,0.375,0.40476190476190477,0.375,0.35757575757575755
4class,logistic_regression,within_subject_5fold,12,3,2,64,16,0.3125,0.3125,0.3125,0.3125,0.3125
4class,logistic_regression,within_subject_5fold,13,3,3,64,16,0.5,0.5,0.3821428571428571,0.5,0.428030303030303
4class,logistic_regression,within_subject_5fold,14,3,4,64,16,0.4375,0.4375,0.4375,0.4375,0.42678571428571427
4class,logistic_regression,within_subject_5fold,15,3,5,64,16,0.125,0.125,0.125,0.125,0.125
4class,logistic_regression,within_subject_5fold,16,4,1,64,16,0.3125,0.3125,0.31547619047619047,0.3125,0.2911255411255411
4class,logistic_regression,within_subject_5fold,17,4,2,64,16,0.375,0.375,0.35,0.375,0.3444444444444444
4class,logistic_regression,within_subject_5fold,18,4,3,64,16,0.3125,0.3125,0.28809523809523807,0.3125,0.2893217893217893
4class,logistic_regression,within_subject_5fold,19,4,4,64,16,0.125,0.125,0.10416666666666666,0.125,0.1125
4class,logistic_regression,within_subject_5fold,20,4,5,64,16,0.25,0.25,0.19642857142857142,0.25,0.2159090909090909
4class,logistic_regression,within_subject_5fold,21,5,1,64,16,0.5,0.5,0.5,0.5,0.48611111111111105
4class,logistic_regression,within_subject_5fold,22,5,2,64,16,0.5625,0.5625,0.65625,0.5625,0.5625
4class,logistic_regression,within_subject_5fold,23,5,3,64,16,0.4375,0.4375,0.43333333333333335,0.4375,0.4158730158730159
4class,logistic_regression,within_subject_5fold,24,5,4,64,16,0.3125,0.3125,0.4541666666666666,0.3125,0.3236111111111111
4class,logistic_regression,within_subject_5fold,25,5,5,64,16,0.3125,0.3125,0.2125,0.3125,0.25
4class,logistic_regression,within_subject_5fold,26,6,1,64,16,0.25,0.25,0.2583333333333333,0.25,0.251984126984127
4class,logistic_regression,within_subject_5fold,27,6,2,64,16,0.3125,0.3125,0.2738095238095238,0.3125,0.2792207792207792
4class,logistic_regression,within_subject_5fold,28,6,3,64,16,0.5625,0.5625,0.5416666666666666,0.5625,0.5333333333333333
4class,logistic_regression,within_subject_5fold,29,6,4,64,16,0.1875,0.1875,0.13333333333333333,0.1875,0.15555555555555556
4class,logistic_regression,within_subject_5fold,30,6,5,64,16,0.5,0.5,0.41964285714285715,0.5,0.44886363636363635
4class,knn,within_subject_5fold,1,1,1,64,16,0.3125,0.3125,0.3125,0.3125,0.3053571428571429
4class,knn,within_subject_5fold,2,1,2,64,16,0.3125,0.3125,0.31666666666666665,0.3125,0.30952380952380953
4class,knn,within_subject_5fold,3,1,3,64,16,0.1875,0.1875,0.1625,0.1875,0.1736111111111111
4class,knn,within_subject_5fold,4,1,4,64,16,0.375,0.375,0.3125,0.375,0.3333333333333333
4class,knn,within_subject_5fold,5,1,5,64,16,0.375,0.375,0.375,0.375,0.375
4class,knn,within_subject_5fold,6,2,1,64,16,0.3125,0.3125,0.26666666666666666,0.3125,0.2861111111111111
4class,knn,within_subject_5fold,7,2,2,64,16,0.375,0.375,0.30833333333333335,0.375,0.33611111111111114
4class,knn,within_subject_5fold,8,2,3,64,16,0.125,0.125,0.16666666666666666,0.125,0.13333333333333333
4class,knn,within_subject_5fold,9,2,4,64,16,0.3125,0.3125,0.2833333333333333,0.3125,0.2936507936507936
4class,knn,within_subject_5fold,10,2,5,64,16,0.3125,0.3125,0.3005952380952381,0.3125,0.29626623376623373
4class,knn,within_subject_5fold,11,3,1,64,16,0.3125,0.3125,0.4607142857142857,0.3125,0.351010101010101
4class,knn,within_subject_5fold,12,3,2,64,16,0.4375,0.4375,0.3589285714285714,0.4375,0.38952020202020204
4class,knn,within_subject_5fold,13,3,3,64,16,0.4375,0.4375,0.35714285714285715,0.4375,0.38636363636363635
4class,knn,within_subject_5fold,14,3,4,64,16,0.4375,0.4375,0.55,0.4375,0.4650793650793651
4class,knn,within_subject_5fold,15,3,5,64,16,0.25,0.25,0.225,0.25,0.23253968253968255
4class,knn,within_subject_5fold,16,4,1,64,16,0.375,0.375,0.34090909090909094,0.375,0.3
